legacy_path,source_sha256,bucket,approval_type,classification_or_rule,products_pmr,entity_action,entity_still_review_reason,notes
fichas/lisos.pdf,9f243ab6101cecf78a08deb6c11900c1a017d409e6baa53c958cd13dc2f532e0,B,exception,SAFE_PDF_BENIGN_INTERNAL_ACTION,,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: /OpenAction real con /S /GoTo hacia un /Page del mismo documento (verificado con pikepdf). Recorrido completo del grafo de objetos: cero acciones peligrosas. Sin /EmbeddedFile, /AcroForm ni /Names/JavaScript. Productos 6/16/20/107 son el registro de conflicto de fabricante D03 (ver Policy.php BRAND_CONFLICT_PRODUCTS); esta excepcion resuelve unicamente el bloqueo de seguridad del PDF, no el conflicto de marca, que sigue REVIEW por su propia causa."
system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,9f243ab6101cecf78a08deb6c11900c1a017d409e6baa53c958cd13dc2f532e0,B,exception,SAFE_PDF_BENIGN_INTERNAL_ACTION,6|16|20|107,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/lisos.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos. Mismo conflicto de marca D03 pendiente por causa separada."
fichas/commercial-aluminum-door-systems-brochure.pdf,8dc41cef299a6fff42f35586d57cadf6d24bacbe36c327467c91a69dc4c6a8b3,B,exception,SAFE_PDF_FALSE_POSITIVE,,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); la coincidencia con la expresion de deteccion es casual dentro de un stream binario comprimido. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos."
system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,8dc41cef299a6fff42f35586d57cadf6d24bacbe36c327467c91a69dc4c6a8b3,B,exception,SAFE_PDF_FALSE_POSITIVE,5|88,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/commercial-aluminum-door-systems-brochure.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos."
fichas/Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf,d1af1d5b7a74f8bdda6761f7b3b30ccecec3bfd93fc5d966b2bb6bd202d0de27,B,exception,SAFE_PDF_FALSE_POSITIVE,,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); coincidencia casual. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos. Producto 3 es el registro de conflicto de categoria D06 (Policy.php CATEGORY_CONFLICT_PRODUCTS); esta excepcion resuelve unicamente el bloqueo de seguridad del PDF, no ese conflicto."
system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,d1af1d5b7a74f8bdda6761f7b3b30ccecec3bfd93fc5d966b2bb6bd202d0de27,B,exception,SAFE_PDF_FALSE_POSITIVE,3|24|139,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos."
fichas/moovi50rm.pdf,b40a5af2a94250cc800336c668821dd1f54f3f28f1c6ef3ed8f4a35beb3ed1cd,B,exception,SAFE_PDF_FALSE_POSITIVE,,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); coincidencia casual. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos."
system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,b40a5af2a94250cc800336c668821dd1f54f3f28f1c6ef3ed8f4a35beb3ed1cd,B,exception,SAFE_PDF_FALSE_POSITIVE,44|123|125|135,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/moovi50rm.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos."
fichas/rolling-steel-doors-610-620-brochure.pdf,9baa5d63b37b5e11e3877d383c1c6a1d79d45e9cac57495fad648de204da0883,B,exception,SAFE_PDF_FALSE_POSITIVE,,MIGRATE,,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); coincidencia casual. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos."
system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,9baa5d63b37b5e11e3877d383c1c6a1d79d45e9cac57495fad648de204da0883,B,exception,SAFE_PDF_FALSE_POSITIVE,7|91,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/rolling-steel-doors-610-620-brochure.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos."
fichas/StrongArm_HVR303_Brochure_Spanish.pdf,63b50f31f52cad064dfabe524ec2fee7c18a088ac99d5792ca34fb7fe7c09353,B,exception,SAFE_PDF_FALSE_POSITIVE,,MIGRATE,,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); coincidencia casual. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos."
system/files/images/productos/f23e43600d8606ddea73c29f700d164d5afc0552,63b50f31f52cad064dfabe524ec2fee7c18a088ac99d5792ca34fb7fe7c09353,B,exception,SAFE_PDF_FALSE_POSITIVE,22|144,REVIEW,VALID_BYTES_REQUIRES_APPROVAL,"Q05: gemelo binario exacto de fichas/StrongArm_HVR303_Brochure_Spanish.pdf (ruta derivada de SQL). Misma excepcion, gateada por este hash y esta ruta exactos."
system/files/images/productos/800c352920fab91fa561da8cbc0cda7af293ddbf,06654d8d65cc09ccf19d04453a004c20c4fe50b1b011f433f9daa977b71b8694,B,exception,SAFE_PDF_FALSE_POSITIVE,165,SKIP,,"Q05: sin /EmbeddedFile, /OpenAction, /AA ni /Names/JavaScript en todo el documento (verificado con pikepdf, recorrido estructural completo); coincidencia casual. Se autoriza como excepcion puntual gateada por este hash y esta ruta exactos. NOTA: unico propietario en product-media-relations.csv es el producto SQL 165 ('Prueba'), excluido por Q06 (opcion A, registros vacios/prueba). Esta excepcion resuelve el bloqueo de seguridad del archivo; su destino final de migracion sigue siendo SKIP por Q06, no CREATE -- ver docs/implementation/review-resolution/implementation/03-q06-empty-record-resolution.md."
