source_type,source_key,current_reason,normalized_reason_code,evidence_level,proposed_action,proposed_rule_id,risk,human_decision_required,evidence_reference,notes
media,asset:fichas/commercial-aluminum-door-systems-brochure.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-en-aluminio-serie-511-521.php'] (1) path=fichas/commercial-aluminum-door-systems-brochure.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/CONTRA_EXPLOSION.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-contra-explosion.php'] (1) path=fichas/CONTRA_EXPLOSION.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/CORTINA-EUROPEA.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-europea.php'] (1) path=fichas/CORTINA-EUROPEA.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/CORTINA-PLANA.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-plana.php'] (1) path=fichas/CORTINA-PLANA.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Cortina-serie-610-620.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-serie-610.php'] (1) path=fichas/Cortina-serie-610-620.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Fast-Seal_LIT020520_ES-2.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['fast-seal-high-performance-door.php'] (1) path=fichas/Fast-Seal_LIT020520_ES-2.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/FICHATECNICASELLOSSOLMMER S.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:fichas/FICHATECNICASELLOSSOLMMER S.pdf usage=PDF_APPARENTLY_UNUSED|EXACT_DUPLICATE_BYTES direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:fichas/fireking-fire-door-systems-brochure.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['cortina-serie-630.php'] (1) path=fichas/fireking-fire-door-systems-brochure.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Folleto-de-Cortina-Enrollable-Wayne-Dalton-Firestar-700-2.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['fire-rated-doors-firestar-models-700-700c.php'] (1) path=fichas/Folleto-de-Cortina-Enrollable-Wayne-Dalton-Firestar-700-2.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Icaro-smart-AC-Aes.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R13_MEDIA_TYPE_UNSUPPORTED,MODERATE,KEEP_REVIEW,R-M06,MEDIUM,,all-review.csv media_validation=REVIEW_TYPE_LIMIT_OR_HASH; detected_type=application/pdf,Tipo/limite/hash fuera de la politica del importador; requiere revision tecnica.
media,asset:fichas/INFRACA-RAPIDA-ENROLLABLE.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['rapida-enrollable-industrial.php'] (1) path=fichas/INFRACA-RAPIDA-ENROLLABLE.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/INFRACA-RÁPIDA-APILABLE.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R12_MEDIA_PURPOSE_UNPROVEN,NONE,KEEP_REVIEW,R-M07,MEDIUM,D09,media-master.csv:fichas/INFRACA-RÁPIDA-APILABLE.pdf usage=PDF_APPARENTLY_UNUSED|EXACT_DUPLICATE_BYTES direct_refs=0,Sin relacion con entidad SQL y sin referencia publica atribuible. Ausencia de referencia NO demuestra orfandad (D09): se conserva en REVIEW.
media,asset:fichas/Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['rampas-de-anden-hidraulicas-kelley.php'] (1) path=fichas/Kelley-Hydraulic-Dock-Leveler-Brochure_web.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Kelley-Vehicle-Restraint-Brochure_web.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['star4-vehicle-restraint.php'] (1) path=fichas/Kelley-Vehicle-Restraint-Brochure_web.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['lift-master-mod-h.php'] (1) path=fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/lisos.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['coleccion-modern-steel.php'] (1) path=fichas/lisos.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/M-28R.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['energy-series-with-intellicore-37171-3-4.php'] (1) path=fichas/M-28R.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Minidock.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['labio-de-elevacion-mecanico-dockman.php'] (1) path=fichas/Minidock.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/moovi50rm.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['barreras-estacionamiento-moovi50rm.php'] (1) path=fichas/moovi50rm.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/operador-cortina.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['operador-para-cortina-enrrollable-rsx.php'] (1) path=fichas/operador-cortina.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['operador-comercial-rhx.php'] (1) path=fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/pistones-electromecanicos-phobos.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['phobos-n-piston-electromecanico.php'] (1) path=fichas/pistones-electromecanicos-phobos.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/pistones-hidraulicos-lux.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,"media-usage-evidence.csv PUBLIC_SOURCE pages=['icaro-smart.php', 'lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php'] (2) path=fichas/pistones-hidraulicos-lux.pdf",Referencia publica literal desde 2 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/pistones-hidraulicos-p457.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['p45-7-piston-hidraulico-para-puerta-abatible.php'] (1) path=fichas/pistones-hidraulicos-p457.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Predadoor_NXT_LIT020720_ES.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['predadoor-nxt-door.php'] (1) path=fichas/Predadoor_NXT_LIT020720_ES.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-424.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-sin-aislamiento-424-uso-pesado.php'] (1) path=fichas/puerta-424.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-430.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puert-seccional-de-acero-sin-aislamiento-430-uso-medio.php'] (1) path=fichas/puerta-430.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-521.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-seccionales-de-aluminio-521.php'] (1) path=fichas/puerta-521.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Blindada1.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-blindadas.php'] (1) path=fichas/Puerta-Blindada1.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-estandar-reforzada.php'] (1) path=fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Holandesa-Door-Lock.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-holandesa.php'] (1) path=fichas/Puerta-Holandesa-Door-Lock.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-incendio-Door-Loock.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-contra-incendio.php'] (1) path=fichas/Puerta-incendio-Door-Loock.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Rayos-X-fabricación.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-contra-rayos-x.php'] (1) path=fichas/Puerta-Rayos-X-fabricación.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-seccional-418.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-perfiles-418.php'] (1) path=fichas/puerta-seccional-418.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-seccional-422.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccionabl-acero-perfiles-422-uso-pesado.php'] (1) path=fichas/puerta-seccional-422.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-seccional-426.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-seccionales-de-acero-perfiles-426.php'] (1) path=fichas/puerta-seccional-426.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-seccional-432.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-perfiles-432-uso-medio.php'] (1) path=fichas/puerta-seccional-432.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Standar-Folleto.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-estandar.php'] (1) path=fichas/Puerta-Standar-Folleto.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta-Standar-Reforzada-folleto.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-estandar-reforzada.php'] (1) path=fichas/Puerta-Standar-Reforzada-folleto.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-thermacore-593.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-thermacore-593-uso-medio.php'] (1) path=fichas/puerta-thermacore-593.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-thermacore-594.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-thermacore-594-uso-medio.php'] (1) path=fichas/puerta-thermacore-594.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/puerta-thermacore-595.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-seccional-de-acero-thermacore-595-uso-pesado.php'] (1) path=fichas/puerta-thermacore-595.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puertas-contra-incendio.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-contra-incendio.php'] (1) path=fichas/Puertas-contra-incendio.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-industriales-dockman.php'] (1) path=fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puertas-Rayosx-folleto.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puertas-contra-rayos-x.php'] (1) path=fichas/Puertas-Rayosx-folleto.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Puerta_Estandar_Door-Lock.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['puerta-estandar.php'] (1) path=fichas/Puerta_Estandar_Door-Lock.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Rampas-Hidraulicas.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['rampas-de-anden-hidraulicas.php'] (1) path=fichas/Rampas-Hidraulicas.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
media,asset:fichas/Rampas-mecánicas.pdf,Uso documental no equivale a aprobación de propósito/identidad de medios.,R09_MEDIA_OWNER_PENDING,STRONG,KEEP_REVIEW,R-M04b,MEDIUM,D02,media-usage-evidence.csv PUBLIC_SOURCE pages=['rampas-de-anden-mecanicas.php'] (1) path=fichas/Rampas-mecánicas.pdf,Referencia publica literal desde 1 pagina(s) ['PRODUCT_PAGE']; el propietario final de esas paginas aun no esta decidido.
