url,source,source_file,content_type,corresponding_content,confidence,target_strategy,notes
https://puertasyserviciosindustriales.com/categorias.php,DIRECT_FILE,categorias.php,UTILITY,categorias.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; Controlador; metadatos según parámetros; código posterior a die excluido; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/centros-comerciales.php,DIRECT_FILE,centros-comerciales.php,CATEGORY_PAGE,centros-comerciales.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK comercial.php:69; Otra evidencia: INTERNAL_LINK comercial.php:74; Otra evidencia: INTERNAL_LINK comercial.php:78; Otra evidencia: INTERNAL_LINK index-estatico.php:168"
https://puertasyserviciosindustriales.com/clopay.php,DIRECT_FILE,clopay.php,BRAND_PAGE,clopay.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK iconos-marcas.php:25; Otra evidencia: INTERNAL_LINK links-menu-marcas.php:6; Otra evidencia: INTERNAL_LINK marcas.php:52"
https://puertasyserviciosindustriales.com/coleccion-classic.php,DIRECT_FILE,coleccion-classic.php,PRODUCT_PAGE,coleccion-classic.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK overhead-door.php:148; Otra evidencia: INTERNAL_LINK overhead-door.php:153; Otra evidencia: INTERNAL_LINK overhead-door.php:157; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:51; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:56; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:60"
https://puertasyserviciosindustriales.com/coleccion-modern-steel.php,DIRECT_FILE,coleccion-modern-steel.php,PRODUCT_PAGE,coleccion-modern-steel.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK clopay.php:92; Otra evidencia: INTERNAL_LINK clopay.php:97; Otra evidencia: INTERNAL_LINK clopay.php:101; Otra evidencia: INTERNAL_LINK overhead-door.php:94; Otra evidencia: INTERNAL_LINK overhead-door.php:99; Otra evidencia: INTERNAL_LINK overhead-door.php:103; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:33; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:38; Otra evidencia: INTERNAL_LINK puertasresidenciales.php:42; Otra evidencia: INTERNAL_LINK wayne-dalton.php:94; Otra evidencia: INTERNAL_LINK wayne-dalton.php:99; Otra evidencia: INTERNAL_LINK wayne-dalton.php:103"
https://puertasyserviciosindustriales.com/com-programadores-digitales-y-rotativos.php,DIRECT_FILE,com-programadores-digitales-y-rotativos.php,PRODUCT_PAGE,com-programadores-digitales-y-rotativos.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/comercial.php,DIRECT_FILE,comercial.php,CATEGORY_PAGE,comercial.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK footer.php:41; Otra evidencia: INTERNAL_LINK header.php:85; Otra evidencia: INTERNAL_LINK index-estatico.php:172; Otra evidencia: INTERNAL_LINK links-menu.php:4"
https://puertasyserviciosindustriales.com/contacto.php,DIRECT_FILE,contacto.php,CONTACT_PAGE,contacto.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK header.php:137; Otra evidencia: INTERNAL_LINK headerv1.php:93; Otra evidencia: INTERNAL_LINK links-menu-marcas.php:21; Otra evidencia: INTERNAL_LINK links-menu-marcasv1.php:18; Otra evidencia: INTERNAL_LINK links-menu.php:16"
https://puertasyserviciosindustriales.com/contra-exposion.php,DIRECT_FILE,contra-exposion.php,CATEGORY_PAGE,contra-exposion.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK index-estatico.php:251"
https://puertasyserviciosindustriales.com/contra-incendio.php,DIRECT_FILE,contra-incendio.php,CATEGORY_PAGE,contra-incendio.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK index-estatico.php:250"
https://puertasyserviciosindustriales.com/cortina-de-seguridad-670.php,DIRECT_FILE,cortina-de-seguridad-670.php,PRODUCT_PAGE,cortina-de-seguridad-670.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:232; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:237; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:241"
https://puertasyserviciosindustriales.com/cortina-de-seguridad-671.php,DIRECT_FILE,cortina-de-seguridad-671.php,PRODUCT_PAGE,cortina-de-seguridad-671.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:250; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:255; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:259"
https://puertasyserviciosindustriales.com/cortina-en-aluminio-serie-511-521.php,DIRECT_FILE,cortina-en-aluminio-serie-511-521.php,PRODUCT_PAGE,cortina-en-aluminio-serie-511-521.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:70; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:75; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:79; Otra evidencia: INTERNAL_LINK overhead-door.php:76; Otra evidencia: INTERNAL_LINK overhead-door.php:81; Otra evidencia: INTERNAL_LINK overhead-door.php:85"
https://puertasyserviciosindustriales.com/cortina-europea.php,DIRECT_FILE,cortina-europea.php,PRODUCT_PAGE,cortina-europea.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK centros-comerciales.php:359; Otra evidencia: INTERNAL_LINK centros-comerciales.php:364; Otra evidencia: INTERNAL_LINK centros-comerciales.php:368; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:106; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:111; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:115; Otra evidencia: INTERNAL_LINK dockman.php:147; Otra evidencia: INTERNAL_LINK dockman.php:152; Otra evidencia: INTERNAL_LINK dockman.php:156"
https://puertasyserviciosindustriales.com/cortina-plana.php,DIRECT_FILE,cortina-plana.php,PRODUCT_PAGE,cortina-plana.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK centros-comerciales.php:341; Otra evidencia: INTERNAL_LINK centros-comerciales.php:346; Otra evidencia: INTERNAL_LINK centros-comerciales.php:350; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:88; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:93; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:97; Otra evidencia: INTERNAL_LINK dockman.php:128; Otra evidencia: INTERNAL_LINK dockman.php:133; Otra evidencia: INTERNAL_LINK dockman.php:137"
https://puertasyserviciosindustriales.com/cortina-serie-600.php,DIRECT_FILE,cortina-serie-600.php,PRODUCT_PAGE,cortina-serie-600.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK centros-comerciales.php:107; Otra evidencia: INTERNAL_LINK centros-comerciales.php:112; Otra evidencia: INTERNAL_LINK centros-comerciales.php:116; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:160; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:165; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:169; Otra evidencia: INTERNAL_LINK overhead-door.php:166; Otra evidencia: INTERNAL_LINK overhead-door.php:171; Otra evidencia: INTERNAL_LINK overhead-door.php:175"
https://puertasyserviciosindustriales.com/cortina-serie-610.php,DIRECT_FILE,cortina-serie-610.php,PRODUCT_PAGE,cortina-serie-610.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:196; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:201; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:205"
https://puertasyserviciosindustriales.com/cortina-serie-620.php,DIRECT_FILE,cortina-serie-620.php,PRODUCT_PAGE,cortina-serie-620.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:124; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:129; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:133; Otra evidencia: INTERNAL_LINK overhead-door.php:112; Otra evidencia: INTERNAL_LINK overhead-door.php:117; Otra evidencia: INTERNAL_LINK overhead-door.php:121"
https://puertasyserviciosindustriales.com/cortina-serie-625.php,DIRECT_FILE,cortina-serie-625.php,PRODUCT_PAGE,cortina-serie-625.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:52; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:57; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:61; Otra evidencia: INTERNAL_LINK overhead-door.php:57; Otra evidencia: INTERNAL_LINK overhead-door.php:62; Otra evidencia: INTERNAL_LINK overhead-door.php:66"
https://puertasyserviciosindustriales.com/cortina-serie-630.php,DIRECT_FILE,cortina-serie-630.php,PRODUCT_PAGE,cortina-serie-630.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:178; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:183; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:187; Otra evidencia: INTERNAL_LINK overhead-door.php:184; Otra evidencia: INTERNAL_LINK overhead-door.php:189; Otra evidencia: INTERNAL_LINK overhead-door.php:193"
https://puertasyserviciosindustriales.com/cortina-serie-790-cw.php,DIRECT_FILE,cortina-serie-790-cw.php,PRODUCT_PAGE,cortina-serie-790-cw.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:142; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:147; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:151"
https://puertasyserviciosindustriales.com/cortinas-enrollables-de-aluminio.php,DIRECT_FILE,cortinas-enrollables-de-aluminio.php,SEO_LANDING,cortinas-enrollables-de-aluminio.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/cortinas-enrollables-industriales.php,DIRECT_FILE,cortinas-enrollables-industriales.php,CATEGORY_PAGE,cortinas-enrollables-industriales.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK bft-resp.php:48; Otra evidencia: INTERNAL_LINK bft-resp.php:53; Otra evidencia: INTERNAL_LINK bft-resp.php:57; Otra evidencia: INTERNAL_LINK blue-giant.php:144; Otra evidencia: INTERNAL_LINK blue-giant.php:149; Otra evidencia: INTERNAL_LINK blue-giant.php:153; Otra evidencia: INTERNAL_LINK index-estatico.php:135; Otra evidencia: INTERNAL_LINK industrial.php:105; Otra evidencia: INTERNAL_LINK industrial.php:110; Otra evidencia: INTERNAL_LINK industrial.php:114"
https://puertasyserviciosindustriales.com/cortinas-ventiladas-685.php,DIRECT_FILE,cortinas-ventiladas-685.php,PRODUCT_PAGE,cortinas-ventiladas-685.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK centros-comerciales.php:125; Otra evidencia: INTERNAL_LINK centros-comerciales.php:130; Otra evidencia: INTERNAL_LINK centros-comerciales.php:134; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:214; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:219; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:223"
https://puertasyserviciosindustriales.com/cross-3e.php,DIRECT_FILE,cross-3e.php,PRODUCT_PAGE,cross-3e.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/detector-de-masas-max-eagle.php,DIRECT_FILE,detector-de-masas-max-eagle.php,PRODUCT_PAGE,detector-de-masas-max-eagle.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/ditec-neos-y-neos.php,DIRECT_FILE,ditec-neos-y-neos.php,PRODUCT_PAGE,ditec-neos-y-neos.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/dockman.php,DIRECT_FILE,dockman.php,BRAND_PAGE,dockman.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK iconos-marcas.php:88; Otra evidencia: INTERNAL_LINK links-menu-marcas.php:13; Otra evidencia: INTERNAL_LINK marcas.php:115"
https://puertasyserviciosindustriales.com/dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,DIRECT_FILE,dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,PRODUCT_PAGE,dod-automatizacion-compacto-y-potente-para-portones-seccionales-correderos-y-enrollables.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/doorlock.php,DIRECT_FILE,doorlock.php,BRAND_PAGE,doorlock.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK iconos-marcas.php:52; Otra evidencia: INTERNAL_LINK links-menu-marcas.php:9; Otra evidencia: INTERNAL_LINK marcas.php:79"
https://puertasyserviciosindustriales.com/dura-glide-20003000-puerta.php,DIRECT_FILE,dura-glide-20003000-puerta.php,PRODUCT_PAGE,dura-glide-20003000-puerta.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/energy-series-with-intellicore-37171-3-4.php,DIRECT_FILE,energy-series-with-intellicore-37171-3-4.php,PRODUCT_PAGE,energy-series-with-intellicore-37171-3-4.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK clopay.php:37; Otra evidencia: INTERNAL_LINK clopay.php:42; Otra evidencia: INTERNAL_LINK clopay.php:46; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:37; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:42; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:46"
https://puertasyserviciosindustriales.com/energy-series-with-intellicore-3720-3724-3722.php,DIRECT_FILE,energy-series-with-intellicore-3720-3724-3722.php,PRODUCT_PAGE,energy-series-with-intellicore-3720-3724-3722.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK clopay.php:74; Otra evidencia: INTERNAL_LINK clopay.php:79; Otra evidencia: INTERNAL_LINK clopay.php:83; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:127; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:132; Otra evidencia: INTERNAL_LINK puertas-seccionales-industriales.php:136"
https://puertasyserviciosindustriales.com/equipos-y-accesorios-para-anden-de-carga.php,DIRECT_FILE,equipos-y-accesorios-para-anden-de-carga.php,CATEGORY_PAGE,equipos-y-accesorios-para-anden-de-carga.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK footer.php:42; Otra evidencia: INTERNAL_LINK header.php:92; Otra evidencia: INTERNAL_LINK index-estatico.php:199; Otra evidencia: INTERNAL_LINK links-menu.php:5"
https://puertasyserviciosindustriales.com/estacionamientos.php,DIRECT_FILE,estacionamientos.php,CATEGORY_PAGE,estacionamientos.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK comercial.php:51; Otra evidencia: INTERNAL_LINK comercial.php:56; Otra evidencia: INTERNAL_LINK comercial.php:60; Otra evidencia: INTERNAL_LINK index-estatico.php:167"
https://puertasyserviciosindustriales.com/fast-seal-high-performance-door.php,DIRECT_FILE,fast-seal-high-performance-door.php,PRODUCT_PAGE,fast-seal-high-performance-door.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK puertas-rapidas.php:29; Otra evidencia: INTERNAL_LINK puertas-rapidas.php:34; Otra evidencia: INTERNAL_LINK puertas-rapidas.php:38; Otra evidencia: INTERNAL_LINK rytec.php:37; Otra evidencia: INTERNAL_LINK rytec.php:42; Otra evidencia: INTERNAL_LINK rytec.php:46"
https://puertasyserviciosindustriales.com/fire-rated-doors-firestar-models-700-700c.php,DIRECT_FILE,fire-rated-doors-firestar-models-700-700c.php,PRODUCT_PAGE,fire-rated-doors-firestar-models-700-700c.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:286; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:291; Otra evidencia: INTERNAL_LINK cortinas-enrollables-industriales.php:295; Otra evidencia: INTERNAL_LINK wayne-dalton.php:37; Otra evidencia: INTERNAL_LINK wayne-dalton.php:42; Otra evidencia: INTERNAL_LINK wayne-dalton.php:46"
https://puertasyserviciosindustriales.com/fotoceldas.php,DIRECT_FILE,fotoceldas.php,PRODUCT_PAGE,fotoceldas.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
https://puertasyserviciosindustriales.com/fraccionamientos-y-condominios.php,DIRECT_FILE,fraccionamientos-y-condominios.php,CATEGORY_PAGE,fraccionamientos-y-condominios.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK comercial.php:33; Otra evidencia: INTERNAL_LINK comercial.php:38; Otra evidencia: INTERNAL_LINK comercial.php:42; Otra evidencia: INTERNAL_LINK index-estatico.php:166"
https://puertasyserviciosindustriales.com/glg-porte-industriali.php,DIRECT_FILE,glg-porte-industriali.php,BRAND_PAGE,glg-porte-industriali.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; CONFIRMED prueba evidencia local, no respuesta HTTP; Otra evidencia: INTERNAL_LINK iconos-marcas.php:79; Otra evidencia: INTERNAL_LINK links-menu-marcas.php:12; Otra evidencia: INTERNAL_LINK marcas.php:106"
https://puertasyserviciosindustriales.com/gol-transmisores-de-cuatro-canales.php,DIRECT_FILE,gol-transmisores-de-cuatro-canales.php,PRODUCT_PAGE,gol-transmisores-de-cuatro-canales.php,CONFIRMED,PRESERVE,"Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado; CONFIRMED prueba evidencia local, no respuesta HTTP"
