legacy_product_id,legacy_php,legacy_url,name,proposed_slug,category_id,category_name,category_confidence,brand_id,brand_name,brand_confidence,images,technical_pdf,video,template_family,source_of_relationship,migration_status,notes,db_category_id,db_brand_id,category_candidates,brand_candidates,root_category_ids,php_match_confidence,unambiguous_php,alias_candidate_files,canonical_candidate_group,peer_product_ids,db_image_ids,db_pdf_ids,db_image_paths,page_image_paths,db_pdf_paths,page_pdf_paths
42,vertigo.php,https://puertasyserviciosindustriales.com/vertigo.php,VertiGO,vertigo,14,Cortinas enrollables,STRONG_INFERENCE,9,GLG Porter Industriali,CONFIRMED,images/porte-rapide-vertigo-500x500.jpg|system/files/images/productos/0af69ab19e393782b652aac26101096f8532e265,,,detalle-estatico,"puerta34_administrador.sql:1574 (productos_id=42); cortinas-enrollables-industriales.php:304 -> vertigo.php [category 14]; cortinas-enrollables-industriales.php:309 -> vertigo.php [category 14]; cortinas-enrollables-industriales.php:313 -> vertigo.php [category 14]; page match: vertigo.php; exact_name=True; image_sha256=1; pdf_sha256=0; description_5grams=1.0; glg-porte-industriali.php:74 -> vertigo.php [brand 9]; glg-porte-industriali.php:79 -> vertigo.php [brand 9]; glg-porte-industriali.php:83 -> vertigo.php [brand 9]; vertigo.php:1 title; body brand IDs=9; peer SQL IDs=42,100",REVIEW,,0,9,14,9,1,STRONG_INFERENCE,YES,,vertigo.php,42|100,504,,system/files/images/productos/0af69ab19e393782b652aac26101096f8532e265,images/porte-rapide-vertigo-500x500.jpg,,
43,lift-master-mod-h.php,https://puertasyserviciosindustriales.com/lift-master-mod-h.php,Lift Master Mod H,lift-master-mod-h,13,Operadores para puertas seccionales y cortinas enrollables,STRONG_INFERENCE,11,LiftMaster,WEAK_INFERENCE,images/lift.jpg|images/verficha.png|system/files/images/productos/cbc5bbf8df505223c1069122842fed702f8be8d8,fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf|system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,,detalle-estatico,"puerta34_administrador.sql:1576 (productos_id=43); operadores-puertas-seccionales-cortinas.php:33 -> lift-master-mod-h.php [category 13]; operadores-puertas-seccionales-cortinas.php:38 -> lift-master-mod-h.php [category 13]; operadores-puertas-seccionales-cortinas.php:42 -> lift-master-mod-h.php [category 13]; page match: lift-master-mod-h.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; lift-master.php:37 -> lift-master-mod-h.php [brand 11]; lift-master.php:42 -> lift-master-mod-h.php [brand 11]; lift-master.php:46 -> lift-master-mod-h.php [brand 11]; lift-master-mod-h.php:1 title; body brand IDs=11; peer SQL IDs=43,81",REVIEW,"CONFLICT: marcas candidatas 4,11; asignacion SQL no equivale a fabricante verificado; Multiples PHP relacionados; alias_candidate_files no implica redirect aprobado",0,11,13,4|11,1,STRONG_INFERENCE,NO,liftmaster-modh.php,lift-master-mod-h.php,43|81,508,512,system/files/images/productos/cbc5bbf8df505223c1069122842fed702f8be8d8,images/verficha.png|images/lift.jpg,system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf
44,barreras-estacionamiento-moovi50rm.php,https://puertasyserviciosindustriales.com/barreras-estacionamiento-moovi50rm.php,Barreras de estacionamiento MOOVI50RM,barreras-estacionamiento-moovi50rm,9|18|19,Fraccionamientos y Condominios|Estacionamientos|Centros comerciales y hoteles,STRONG_INFERENCE,12,BFT,WEAK_INFERENCE,images/moovi50rm.png|images/verficha.png|system/files/images/productos/c8bc985a8ecbeda6dd4f0d60a6ac70423b19b9f6,fichas/moovi50rm.pdf|system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,https://www.youtube.com/embed/HuAna9chMKQ?si=1tVHC3zKFMz_7dZ6,detalle-estatico,"puerta34_administrador.sql:1577 (productos_id=44); fraccionamientos-y-condominios.php:107 -> barreras-estacionamiento-moovi50rm.php [category 9]; fraccionamientos-y-condominios.php:112 -> barreras-estacionamiento-moovi50rm.php [category 9]; fraccionamientos-y-condominios.php:116 -> barreras-estacionamiento-moovi50rm.php [category 9]; estacionamientos.php:107 -> barreras-estacionamiento-moovi50rm.php [category 18]; estacionamientos.php:112 -> barreras-estacionamiento-moovi50rm.php [category 18]; estacionamientos.php:116 -> barreras-estacionamiento-moovi50rm.php [category 18]; centros-comerciales.php:323 -> barreras-estacionamiento-moovi50rm.php [category 19]; centros-comerciales.php:328 -> barreras-estacionamiento-moovi50rm.php [category 19]; centros-comerciales.php:332 -> barreras-estacionamiento-moovi50rm.php [category 19]; page match: barreras-estacionamiento-moovi50rm.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=0.942; blue-giant.php:126 -> barreras-estacionamiento-moovi50rm.php [brand 4]; blue-giant.php:131 -> barreras-estacionamiento-moovi50rm.php [brand 4]; blue-giant.php:135 -> barreras-estacionamiento-moovi50rm.php [brand 4]; bft.php:37 -> barreras-estacionamiento-moovi50rm.php [brand 12]; bft.php:42 -> barreras-estacionamiento-moovi50rm.php [brand 12]; bft.php:46 -> barreras-estacionamiento-moovi50rm.php [brand 12]; barreras-estacionamiento-moovi50rm.php:1 title; body brand IDs=; peer SQL IDs=44,123,125,135",REVIEW,"CONFLICT: marcas candidatas 4,12; asignacion SQL no equivale a fabricante verificado",0,12,9|18|19,4|12,2,STRONG_INFERENCE,YES,,barreras-estacionamiento-moovi50rm.php,44|123|125|135,513,517,system/files/images/productos/c8bc985a8ecbeda6dd4f0d60a6ac70423b19b9f6,images/verficha.png|images/moovi50rm.png,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,fichas/moovi50rm.pdf
45,serie-x130-motor-para-cortina-oculto.php,https://puertasyserviciosindustriales.com/serie-x130-motor-para-cortina-oculto.php,SERIE X130 Motor para cortina oculto,serie-x130-motor-para-cortina-oculto,13,Operadores para puertas seccionales y cortinas enrollables,STRONG_INFERENCE,12,BFT,CONFIRMED,images/seriex130.jpg|images/verficha.png|images/x130.png|system/files/images/productos/5dca58505e50b423babab3508ac89b5dcf92fdc4,fichas/SERIE-X130.pdf|system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,,detalle-estatico,"puerta34_administrador.sql:1578 (productos_id=45); operadores-puertas-seccionales-cortinas.php:87 -> serie-x130-motor-para-cortina-oculto.php [category 13]; operadores-puertas-seccionales-cortinas.php:92 -> serie-x130-motor-para-cortina-oculto.php [category 13]; operadores-puertas-seccionales-cortinas.php:96 -> serie-x130-motor-para-cortina-oculto.php [category 13]; page match: serie-x130-motor-para-cortina-oculto.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:55 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; bft.php:60 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; bft.php:64 -> serie-x130-motor-para-cortina-oculto.php [brand 12]; serie-x130-motor-para-cortina-oculto.php:1 title; body brand IDs=; peer SQL IDs=45,83",REVIEW,,0,12,13,12,1,STRONG_INFERENCE,YES,,serie-x130-motor-para-cortina-oculto.php,45|83,518,522,system/files/images/productos/5dca58505e50b423babab3508ac89b5dcf92fdc4,images/verficha.png|images/seriex130.jpg|images/x130.png,system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,fichas/SERIE-X130.pdf
46,phobos-n-piston-electromecanico.php,https://puertasyserviciosindustriales.com/phobos-n-piston-electromecanico.php,PHOBOS N Piston Electromecanico,phobos-n-piston-electromecanico,38,Operadores para puerta abatible,STRONG_INFERENCE,12,BFT,CONFIRMED,images/phob.png|images/phobos-piston.jpg|images/verficha.png|system/files/images/productos/137e56b6a9d584dd63289d5aef15bed4b23f9af4,fichas/pistones-electromecanicos-phobos.pdf|system/files/images/productos/28e179e98ded1fda52f4c0c570e252ee83a7e709,,detalle-estatico,"puerta34_administrador.sql:1579 (productos_id=46); operadores-para-puerta-abatible.php:51 -> phobos-n-piston-electromecanico.php [category 38]; operadores-para-puerta-abatible.php:56 -> phobos-n-piston-electromecanico.php [category 38]; operadores-para-puerta-abatible.php:60 -> phobos-n-piston-electromecanico.php [category 38]; page match: phobos-n-piston-electromecanico.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:73 -> phobos-n-piston-electromecanico.php [brand 12]; bft.php:78 -> phobos-n-piston-electromecanico.php [brand 12]; bft.php:82 -> phobos-n-piston-electromecanico.php [brand 12]; phobos-n-piston-electromecanico.php:1 title; body brand IDs=; peer SQL IDs=46,111",REVIEW,,0,12,38,12,7,STRONG_INFERENCE,YES,,phobos-n-piston-electromecanico.php,46|111,523,527,system/files/images/productos/137e56b6a9d584dd63289d5aef15bed4b23f9af4,images/verficha.png|images/phobos-piston.jpg|images/phob.png,system/files/images/productos/28e179e98ded1fda52f4c0c570e252ee83a7e709,fichas/pistones-electromecanicos-phobos.pdf
47,p45-7-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/p45-7-piston-hidraulico-para-puerta-abatible.php,"P4,5-7 Piston Hidraulico para puerta abatible",p45-7-piston-hidraulico-para-puerta-abatible,12|38,Operadores para puerta abatible|Operadores para puerta abatible,STRONG_INFERENCE,12,BFT,CONFIRMED,images/p4.png|images/p457.jpg|images/verficha.png|system/files/images/productos/0aec19fd8541d023c19ecff7eb167c6c172a2732,fichas/pistones-hidraulicos-p457.pdf|system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,https://www.youtube.com/embed/7K2zzhkH5EA?si=XKMl9Nda8Lxp4k9m,detalle-estatico,"puerta34_administrador.sql:1580 (productos_id=47); operadores-puerta-abatible-industrial.php:123 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:128 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:132 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-para-puerta-abatible.php:87 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:92 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:96 -> p45-7-piston-hidraulico-para-puerta-abatible.php [category 38]; page match: p45-7-piston-hidraulico-para-puerta-abatible.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:127 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:132 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:136 -> p45-7-piston-hidraulico-para-puerta-abatible.php [brand 12]; p45-7-piston-hidraulico-para-puerta-abatible.php:1 title; body brand IDs=; peer SQL IDs=47,80,113",REVIEW,,0,12,12|38,12,1|7,STRONG_INFERENCE,YES,,p45-7-piston-hidraulico-para-puerta-abatible.php,47|80|113,528,532,system/files/images/productos/0aec19fd8541d023c19ecff7eb167c6c172a2732,images/verficha.png|images/p4.png|images/p457.jpg,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,fichas/pistones-hidraulicos-p457.pdf
48,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,LUX 2B y Lux GV Piston hidraulico para puerta abatible,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible,12|38,Operadores para puerta abatible|Operadores para puerta abatible,STRONG_INFERENCE,12,BFT,CONFIRMED,images/lux2b.jpg|images/phob.png|images/verficha.png|system/files/images/productos/32efa422f2422111a48559ea8db3eedf5a0de2d3,fichas/pistones-hidraulicos-lux.pdf|system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,,detalle-estatico,"puerta34_administrador.sql:1581 (productos_id=48); operadores-puerta-abatible-industrial.php:105 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:110 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-puerta-abatible-industrial.php:114 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 12]; operadores-para-puerta-abatible.php:69 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:74 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; operadores-para-puerta-abatible.php:78 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [category 38]; page match: lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:91 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:96 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; bft.php:100 -> lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php [brand 12]; lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php:1 title; body brand IDs=; peer SQL IDs=48,79,112",REVIEW,,0,12,12|38,12,1|7,STRONG_INFERENCE,YES,,lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,48|79|112,533,537,system/files/images/productos/32efa422f2422111a48559ea8db3eedf5a0de2d3,images/verficha.png|images/lux2b.jpg|images/phob.png,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,fichas/pistones-hidraulicos-lux.pdf
49,icaro-smart.php,https://puertasyserviciosindustriales.com/icaro-smart.php,ICARO SMART AC A2000 120,icaro-smart,9|11|18,Fraccionamientos y Condominios|Operadores para puerta corrediza|Estacionamientos,STRONG_INFERENCE,12,BFT,CONFIRMED,images/2025-08-21_12h27_43.png|images/Icaro.png|images/verficha.png|system/files/images/productos/ea8effe39352760b7c820b97ff11441286eb3e49,fichas/pistones-hidraulicos-lux.pdf|system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,https://www.youtube.com/embed/nBnhyuFI108?si=qYAU4oiisGc36iw4,detalle-estatico,"puerta34_administrador.sql:1582 (productos_id=49); fraccionamientos-y-condominios.php:125 -> icaro-smart.php [category 9]; fraccionamientos-y-condominios.php:130 -> icaro-smart.php [category 9]; fraccionamientos-y-condominios.php:134 -> icaro-smart.php [category 9]; operadores-para-puerta-corrediza-industrial.php:69 -> icaro-smart.php [category 11]; operadores-para-puerta-corrediza-industrial.php:74 -> icaro-smart.php [category 11]; operadores-para-puerta-corrediza-industrial.php:78 -> icaro-smart.php [category 11]; estacionamientos.php:125 -> icaro-smart.php [category 18]; estacionamientos.php:130 -> icaro-smart.php [category 18]; estacionamientos.php:134 -> icaro-smart.php [category 18]; page match: icaro-smart.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; bft.php:109 -> icaro-smart.php [brand 12]; bft.php:114 -> icaro-smart.php [brand 12]; bft.php:118 -> icaro-smart.php [brand 12]; icaro-smart.php:1 title; body brand IDs=; peer SQL IDs=49,76,124,126",REVIEW,,0,12,9|11|18,12,1|2,STRONG_INFERENCE,YES,,icaro-smart.php,49|76|124|126,538,542,system/files/images/productos/ea8effe39352760b7c820b97ff11441286eb3e49,images/verficha.png|images/2025-08-21_12h27_43.png|images/Icaro.png,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,fichas/pistones-hidraulicos-lux.pdf
50,puertas-industriales-dockman.php,https://puertasyserviciosindustriales.com/puertas-industriales-dockman.php,Puertas Industriales DOCKMAN,puertas-industriales-dockman,8,Puertas Seccionales,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/dockmanint.png|images/verficha.png|system/files/images/productos/1625e35ccee3962a89133370c3ef64b6c9eefa6a|system/files/images/productos/9a3bbe208087a9acd96d7b4cd494e4aa72494760,fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf|system/files/images/productos/c9ab51d31ce4b9a94967e2492d3a2a7f43b8b46f,,detalle-estatico,"puerta34_administrador.sql:1583 (productos_id=50); puertas-seccionales-industriales.php:91 -> puertas-industriales-dockman.php [category 8]; puertas-seccionales-industriales.php:96 -> puertas-industriales-dockman.php [category 8]; puertas-seccionales-industriales.php:100 -> puertas-industriales-dockman.php [category 8]; page match: puertas-industriales-dockman.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; dockman.php:37 -> puertas-industriales-dockman.php [brand 10]; dockman.php:42 -> puertas-industriales-dockman.php [brand 10]; dockman.php:46 -> puertas-industriales-dockman.php [brand 10]; puertas-industriales-dockman.php:1 title; body brand IDs=10; peer SQL IDs=50,59",REVIEW,,0,10,8,10,1,STRONG_INFERENCE,YES,,puertas-industriales-dockman.php,50|59,"543,547",551,system/files/images/productos/1625e35ccee3962a89133370c3ef64b6c9eefa6a|system/files/images/productos/9a3bbe208087a9acd96d7b4cd494e4aa72494760,images/verficha.png|images/dockmanint.png,system/files/images/productos/c9ab51d31ce4b9a94967e2492d3a2a7f43b8b46f,fichas/PUERTAS-INDUSTRIALES-DOCKMAN-1.pdf
51,labio-de-elevacion-mecanico-dockman.php,https://puertasyserviciosindustriales.com/labio-de-elevacion-mecanico-dockman.php,Labio de elevaciÃ³n mecÃ¡nico,labio-de-elevacion-mecanico-dockman,21,Labio de elevación para anden de carga,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/labio.jpg|images/minidock.png|images/verficha.png|system/files/images/productos/940e095bff6a8002a19ac222a04ce14c4322fa45|system/files/images/productos/ed615bddda8aa301e393e1768b31a2d694243038,fichas/Minidock.pdf|system/files/images/productos/19f80382b0e81db9f5bed545ec25447045202956,,detalle-estatico,"puerta34_administrador.sql:1584 (productos_id=51); labio-elevacion-anden-carga.php:33 -> labio-de-elevacion-mecanico-dockman.php [category 21]; labio-elevacion-anden-carga.php:38 -> labio-de-elevacion-mecanico-dockman.php [category 21]; labio-elevacion-anden-carga.php:42 -> labio-de-elevacion-mecanico-dockman.php [category 21]; page match: labio-de-elevacion-mecanico-dockman.php; exact_name=True; image_sha256=2; pdf_sha256=1; description_5grams=1.0; dockman.php:92 -> labio-de-elevacion-mecanico-dockman.php [brand 10]; dockman.php:97 -> labio-de-elevacion-mecanico-dockman.php [brand 10]; dockman.php:101 -> labio-de-elevacion-mecanico-dockman.php [brand 10]; labio-de-elevacion-mecanico-dockman.php:1 title; body brand IDs=10; peer SQL IDs=51,143",REVIEW,,0,10,21,10,3,STRONG_INFERENCE,YES,,labio-de-elevacion-mecanico-dockman.php,51|143,"552,556",560,system/files/images/productos/ed615bddda8aa301e393e1768b31a2d694243038|system/files/images/productos/940e095bff6a8002a19ac222a04ce14c4322fa45,images/verficha.png|images/labio.jpg|images/minidock.png,system/files/images/productos/19f80382b0e81db9f5bed545ec25447045202956,fichas/Minidock.pdf
52,sellos-de-anden.php,https://puertasyserviciosindustriales.com/sellos-de-anden.php,Sellos de AndÃ©n,sellos-de-anden,23,Sellos para Anden,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/sello.png|images/sellos.jpg|images/verficha.png|images/vista_sello.png|system/files/images/productos/0184eae287e99a553941e98f9ff70f71139ed643|system/files/images/productos/0dacf997157fe78848366e1a53f90e10ea3261fe|system/files/images/productos/35cb1e4b413bb5287adcd255cb6dc41063b21ca6,fichas/Sellos-de-anden-BrochureW.pdf|system/files/images/productos/317ebb40c4284fa181ff3ddeccfb978b29b7248b,,detalle-estatico,"puerta34_administrador.sql:1585 (productos_id=52); sellos-para-anden.php:70 -> sellos-de-anden.php [category 23]; sellos-para-anden.php:75 -> sellos-de-anden.php [category 23]; sellos-para-anden.php:79 -> sellos-de-anden.php [category 23]; page match: sellos-de-anden.php; exact_name=True; image_sha256=3; pdf_sha256=1; description_5grams=1.0; dockman.php:110 -> sellos-de-anden.php [brand 10]; dockman.php:115 -> sellos-de-anden.php [brand 10]; dockman.php:119 -> sellos-de-anden.php [brand 10]; sellos-de-anden.php:1 title; body brand IDs=10; peer SQL IDs=52,149",REVIEW,,0,10,23,10,3,STRONG_INFERENCE,YES,,sellos-de-anden.php,52|149,"561,565,569",573,system/files/images/productos/0184eae287e99a553941e98f9ff70f71139ed643|system/files/images/productos/0dacf997157fe78848366e1a53f90e10ea3261fe|system/files/images/productos/35cb1e4b413bb5287adcd255cb6dc41063b21ca6,images/verficha.png|images/sellos.jpg|images/sello.png|images/vista_sello.png,system/files/images/productos/317ebb40c4284fa181ff3ddeccfb978b29b7248b,fichas/Sellos-de-anden-BrochureW.pdf
53,rampas-de-anden-hidraulicas.php,https://puertasyserviciosindustriales.com/rampas-de-anden-hidraulicas.php,Rampas de AndÃ©n HidrÃ¡ulicas,rampas-de-anden-hidraulicas,10,Rampa Niveladora,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/rampah.jpg|images/verficha.png|system/files/images/productos/70e2bb241375fb73400925ead25cfba2d93a8ebf,fichas/Rampas-Hidraulicas.pdf|system/files/images/productos/9c0a2ea15383debbe605065d9ce57e3ffbd36204,,detalle-estatico,"puerta34_administrador.sql:1586 (productos_id=53); rampa-niveladora.php:69 -> rampas-de-anden-hidraulicas.php [category 10]; rampa-niveladora.php:74 -> rampas-de-anden-hidraulicas.php [category 10]; rampa-niveladora.php:78 -> rampas-de-anden-hidraulicas.php [category 10]; page match: rampas-de-anden-hidraulicas.php; exact_name=True; image_sha256=0; pdf_sha256=1; description_5grams=1.0; dockman.php:166 -> rampas-de-anden-hidraulicas.php [brand 10]; dockman.php:171 -> rampas-de-anden-hidraulicas.php [brand 10]; dockman.php:175 -> rampas-de-anden-hidraulicas.php [brand 10]; rampas-de-anden-hidraulicas.php:1 title; body brand IDs=10; peer SQL IDs=53,141",REVIEW,,0,10,10,10,3,STRONG_INFERENCE,YES,,rampas-de-anden-hidraulicas.php,53|141,574,578,system/files/images/productos/70e2bb241375fb73400925ead25cfba2d93a8ebf,images/verficha.png|images/rampah.jpg,system/files/images/productos/9c0a2ea15383debbe605065d9ce57e3ffbd36204,fichas/Rampas-Hidraulicas.pdf
54,cortina-plana.php,https://puertasyserviciosindustriales.com/cortina-plana.php,Cortina Plana,cortina-plana,14|19,Cortinas enrollables|Centros comerciales y hoteles,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/cortina.jpg|images/cortina2.jpg|images/detalle_plana.png|images/verficha.png|system/files/images/productos/178b1ba338c75e76a62f9528efc0c0d4fc58398a|system/files/images/productos/3d3f8a7b58fad15cba55a19e1f7dcbd97e37ab41|system/files/images/productos/5fd1d8e56b075c2ab53eef822c638f07763f1e0c|system/files/images/productos/db60c3f67e4bce5fe6dc4f07bc8c14a13c407758,fichas/CORTINA-PLANA.pdf|system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,,detalle-estatico,"puerta34_administrador.sql:1587 (productos_id=54); cortinas-enrollables-industriales.php:88 -> cortina-plana.php [category 14]; cortinas-enrollables-industriales.php:93 -> cortina-plana.php [category 14]; cortinas-enrollables-industriales.php:97 -> cortina-plana.php [category 14]; centros-comerciales.php:341 -> cortina-plana.php [category 19]; centros-comerciales.php:346 -> cortina-plana.php [category 19]; centros-comerciales.php:350 -> cortina-plana.php [category 19]; page match: cortina-plana.php; exact_name=True; image_sha256=3; pdf_sha256=1; description_5grams=0.975; dockman.php:128 -> cortina-plana.php [brand 10]; dockman.php:133 -> cortina-plana.php [brand 10]; dockman.php:137 -> cortina-plana.php [brand 10]; cortina-plana.php:1 title; body brand IDs=; peer SQL IDs=54,89,136",REVIEW,,0,10,14|19,10,1|2,STRONG_INFERENCE,YES,,cortina-plana.php,54|89|136,"579,583,587,591",595,system/files/images/productos/178b1ba338c75e76a62f9528efc0c0d4fc58398a|system/files/images/productos/3d3f8a7b58fad15cba55a19e1f7dcbd97e37ab41|system/files/images/productos/5fd1d8e56b075c2ab53eef822c638f07763f1e0c|system/files/images/productos/db60c3f67e4bce5fe6dc4f07bc8c14a13c407758,images/verficha.png|images/cortina.jpg|images/cortina2.jpg|images/detalle_plana.png,system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,fichas/CORTINA-PLANA.pdf
55,cortina-europea.php,https://puertasyserviciosindustriales.com/cortina-europea.php,Cortina Europea,cortina-europea,14|19,Cortinas enrollables|Centros comerciales y hoteles,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/cortina_europea.png|images/europea.jpg|images/forma.png|images/verficha.png|system/files/images/productos/06f5352d4b43c1c425fca9fbaf8447a697745647|system/files/images/productos/2321bf300ce02b2cfa633479c59e2c99b735dd65|system/files/images/productos/cf2e4e326d359080b1ade0173d05a64e2846d1c1,fichas/CORTINA-EUROPEA.pdf|system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,,detalle-estatico,"puerta34_administrador.sql:1588 (productos_id=55); cortinas-enrollables-industriales.php:106 -> cortina-europea.php [category 14]; cortinas-enrollables-industriales.php:111 -> cortina-europea.php [category 14]; cortinas-enrollables-industriales.php:115 -> cortina-europea.php [category 14]; centros-comerciales.php:359 -> cortina-europea.php [category 19]; centros-comerciales.php:364 -> cortina-europea.php [category 19]; centros-comerciales.php:368 -> cortina-europea.php [category 19]; page match: cortina-europea.php; exact_name=True; image_sha256=3; pdf_sha256=1; description_5grams=1.0; dockman.php:147 -> cortina-europea.php [brand 10]; dockman.php:152 -> cortina-europea.php [brand 10]; dockman.php:156 -> cortina-europea.php [brand 10]; cortina-europea.php:1 title; body brand IDs=10; peer SQL IDs=55,90,137",REVIEW,,0,10,14|19,10,1|2,STRONG_INFERENCE,YES,,cortina-europea.php,55|90|137,"596,600,604,608",612,system/files/images/productos/06f5352d4b43c1c425fca9fbaf8447a697745647|system/files/images/productos/2321bf300ce02b2cfa633479c59e2c99b735dd65|system/files/images/productos/06f5352d4b43c1c425fca9fbaf8447a697745647|system/files/images/productos/cf2e4e326d359080b1ade0173d05a64e2846d1c1,images/verficha.png|images/europea.jpg|images/cortina_europea.png|images/forma.png,system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,fichas/CORTINA-EUROPEA.pdf
56,rampas-de-anden-mecanicas.php,https://puertasyserviciosindustriales.com/rampas-de-anden-mecanicas.php,Rampas de AndÃ©n MecÃ¡nicas,rampas-de-anden-mecanicas,10,Rampa Niveladora,STRONG_INFERENCE,10,Dockman,CONFIRMED,images/2018-04-04_1153-300x234.png|images/rampam.jpg|images/verficha.png|system/files/images/productos/39bb52ef88ace2a69d69d2e689787cab8114a39e|system/files/images/productos/70e2bb241375fb73400925ead25cfba2d93a8ebf,fichas/Rampas-mecánicas.pdf|system/files/images/productos/9044e3482acdc8f0e19ebf347a1a24c2e59dd10a,,detalle-estatico,"puerta34_administrador.sql:1589 (productos_id=56); rampa-niveladora.php:87 -> rampas-de-anden-mecanicas.php [category 10]; rampa-niveladora.php:92 -> rampas-de-anden-mecanicas.php [category 10]; rampa-niveladora.php:96 -> rampas-de-anden-mecanicas.php [category 10]; page match: rampas-de-anden-mecanicas.php; exact_name=True; image_sha256=1; pdf_sha256=1; description_5grams=1.0; dockman.php:184 -> rampas-de-anden-mecanicas.php [brand 10]; dockman.php:189 -> rampas-de-anden-mecanicas.php [brand 10]; dockman.php:193 -> rampas-de-anden-mecanicas.php [brand 10]; rampas-de-anden-mecanicas.php:1 title; body brand IDs=10; peer SQL IDs=56,142",REVIEW,,0,10,10,10,3,STRONG_INFERENCE,YES,,rampas-de-anden-mecanicas.php,56|142,"613,617",621,system/files/images/productos/70e2bb241375fb73400925ead25cfba2d93a8ebf|system/files/images/productos/39bb52ef88ace2a69d69d2e689787cab8114a39e,images/verficha.png|images/rampam.jpg|images/2018-04-04_1153-300x234.png,system/files/images/productos/9044e3482acdc8f0e19ebf347a1a24c2e59dd10a,fichas/Rampas-mecánicas.pdf
